@relation oil_prod_data_v1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6-unset-class-temporarily

@attribute Region {Anadarko,Appalachia,Bakken,'Eagle Ford',Haynesville,Niobrara,Permian}
@attribute 'Rig Count' numeric
@attribute ProdPerRig numeric
@attribute TotProd numeric
@attribute OilPrice {'\'(-inf-54.184]\'','\'(54.184-75.628]\'','\'(75.628-97.072]\'','\'(97.072-118.516]\'','\'(118.516-inf)\''}

@data
Permian,99,120.86,864487.3,'\'(54.184-75.628]\''
Permian,113,125.56,854932,'\'(54.184-75.628]\''
Permian,125,128.78,862318.97,'\'(54.184-75.628]\''
Permian,136,129.89,872086.8,'\'(54.184-75.628]\''
Permian,149,130.14,876836.74,'\'(75.628-97.072]\''
Permian,170,129.42,888789.87,'\'(75.628-97.072]\''
Permian,177,128.65,876471.71,'\'(75.628-97.072]\''
Permian,193,128.68,886428.97,'\'(54.184-75.628]\''
Permian,192,130.02,907034.93,'\'(75.628-97.072]\''
Permian,188,132.3,907766.16,'\'(75.628-97.072]\''
Permian,209,134.47,902091.43,'\'(75.628-97.072]\''
Permian,227,135.61,911274.48,'\'(54.184-75.628]\''
Permian,240,135.81,904328.77,'\'(54.184-75.628]\''
Permian,244,134.55,918168.97,'\'(75.628-97.072]\''
Permian,256,132.46,923492.71,'\'(54.184-75.628]\''
Permian,269,129.46,931128.13,'\'(75.628-97.072]\''
Permian,277,125.27,950236.06,'\'(75.628-97.072]\''
Permian,293,120.02,964715.9,'\'(75.628-97.072]\''
Permian,312,116.13,972083.87,'\'(75.628-97.072]\''
Permian,378,113.63,979560.9,'\'(75.628-97.072]\''
Permian,365,110.93,902882.93,'\'(97.072-118.516]\''
Permian,382,107.89,992124.48,'\'(97.072-118.516]\''
Permian,397,104.98,988974.27,'\'(97.072-118.516]\''
Permian,426,103.74,1000577.74,'\'(97.072-118.516]\''
Permian,432,104.03,1001508.26,'\'(75.628-97.072]\''
Permian,438,105.22,1009652.77,'\'(75.628-97.072]\''
Permian,451,105.96,1028774.22,'\'(75.628-97.072]\''
Permian,457,106.2,1040974.03,'\'(75.628-97.072]\''
Permian,472,106.88,1063907.58,'\'(75.628-97.072]\''
Permian,474,108.11,1095107.1,'\'(97.072-118.516]\''
Permian,475,109.61,1095060.77,'\'(97.072-118.516]\''
Permian,472,111.41,1110233.93,'\'(97.072-118.516]\''
Permian,481,113.44,1128333.06,'\'(97.072-118.516]\''
Permian,486,115.36,1139295.48,'\'(97.072-118.516]\''
Permian,500,117.86,1152942.33,'\'(97.072-118.516]\''
Permian,510,120.87,1158268,'\'(75.628-97.072]\''
Permian,525,123.84,1166705.43,'\'(75.628-97.072]\''
Permian,517,126.06,1192676.32,'\'(75.628-97.072]\''
Permian,512,127.27,1200851.8,'\'(75.628-97.072]\''
Permian,501,127.68,1224288.86,'\'(75.628-97.072]\''
Permian,496,127.75,1247774.32,'\'(75.628-97.072]\''
Permian,484,128.05,1271517.26,'\'(75.628-97.072]\''
Permian,468,129.74,1264496.45,'\'(75.628-97.072]\''
Permian,463,133.61,1266364.09,'\'(97.072-118.516]\''
Permian,467,138.96,1288304.14,'\'(75.628-97.072]\''
Permian,472,144.36,1289384.32,'\'(97.072-118.516]\''
Permian,467,150.38,1325082.3,'\'(75.628-97.072]\''
Permian,466,156.67,1344216.22,'\'(75.628-97.072]\''
Permian,468,163.97,1340844.13,'\'(75.628-97.072]\''
Permian,462,170.46,1362319.67,'\'(97.072-118.516]\''
Permian,463,175.61,1374696.58,'\'(97.072-118.516]\''
Permian,451,179.46,1404586.56,'\'(97.072-118.516]\''
Permian,446,182.85,1429057.83,'\'(75.628-97.072]\''
Permian,462,186.72,1402401.06,'\'(75.628-97.072]\''
Permian,473,190.85,1441777.38,'\'(97.072-118.516]\''
Permian,474,194.68,1480301.9,'\'(97.072-118.516]\''
Permian,485,197.37,1513113.78,'\'(97.072-118.516]\''
Permian,509,199.42,1544143.38,'\'(97.072-118.516]\''
Permian,532,202.12,1568402.86,'\'(97.072-118.516]\''
Permian,545,204.87,1584354.19,'\'(97.072-118.516]\''
Permian,550,208.22,1589823.73,'\'(97.072-118.516]\''
Permian,556,212.9,1638627.32,'\'(97.072-118.516]\''
Permian,556,217.82,1672817.9,'\'(97.072-118.516]\''
Permian,559,220.87,1663779.9,'\'(75.628-97.072]\''
Permian,559,221.93,1736401.32,'\'(75.628-97.072]\''
Permian,565,224.88,1791088.13,'\'(54.184-75.628]\''
Permian,548,234.4,1799966.64,'\'(-inf-54.184]\''
Permian,490,254.43,1697586.99,'\'(-inf-54.184]\''
Permian,375,281.23,1810050.64,'\'(-inf-54.184]\''
Permian,306,308.95,1885709.12,'\'(-inf-54.184]\''
Permian,263,345.15,1908853.33,'\'(54.184-75.628]\''
Permian,234,383.17,1903826.29,'\'(54.184-75.628]\''
Permian,232,418.33,1892872.96,'\'(54.184-75.628]\''
Permian,241,441.03,1868567.16,'\'(-inf-54.184]\''
Permian,254,453.74,1908728.9,'\'(-inf-54.184]\''
Permian,251,459.45,1930028.83,'\'(-inf-54.184]\''
Permian,234,462.47,1920414.7,'\'(-inf-54.184]\''
Permian,227,467,1954194.66,'\'(-inf-54.184]\''
Permian,210,474.93,1843742.38,'\'(-inf-54.184]\''
Permian,202,496.77,1923450.77,'\'(-inf-54.184]\''
Permian,171,538.25,1962924.03,'\'(-inf-54.184]\''
Permian,152,590.55,1976090.67,'\'(-inf-54.184]\''
Permian,139,646.95,1983448.23,'\'(-inf-54.184]\''
Permian,137,689.01,1982770.7,'\'(-inf-54.184]\''
Permian,145,715.54,1993899.53,'\'(-inf-54.184]\''
Permian,162,726.08,2025846.54,'\'(-inf-54.184]\''
Permian,187,725.29,2045880.35,'\'(-inf-54.184]\''
Permian,199,709.63,2036041.8,'\'(-inf-54.184]\''
Permian,206,678.16,2083872.25,'\'(-inf-54.184]\''
Permian,222,638.37,2108769.13,'\'(-inf-54.184]\''
Permian,252,605.6,2111301.7,'\'(-inf-54.184]\''
Permian,276,590.52,2145613.87,'\'(-inf-54.184]\''
Permian,300,581.37,2251638.67,'\'(-inf-54.184]\''
Permian,310,564.52,2263341.35,'\'(-inf-54.184]\''
Permian,337,528.64,2300346.1,'\'(-inf-54.184]\''
Permian,356,492.86,2399289.45,'\'(-inf-54.184]\''
Permian,366,472.07,2414843.6,'\'(-inf-54.184]\''
Permian,373,487.95,2435488.16,'\'(-inf-54.184]\''
Permian,377,511.2,2478616.99,'\'(-inf-54.184]\''
Permian,380,533.14,2622651.93,'\'(-inf-54.184]\''
Permian,381,556.41,2752355.25,'\'(54.184-75.628]\''
Permian,388,584.78,2808088.21,'\'(54.184-75.628]\''
Permian,398,617.48,2871476.98,'\'(54.184-75.628]\''
Permian,409,625.48,2936631.23,'\'(54.184-75.628]\''
Permian,432,631.48,3004683.62,'\'(54.184-75.628]\''
