Month,Region,Rig Count,ProdPerRig,TotProd,OilPrice
1/1/2015,Permian,490.00,254.43,1697586.99,47.79
2/1/2015,Permian,375.00,281.23,1810050.64,49.84
3/1/2015,Permian,306.00,308.95,1885709.12,47.72
4/1/2015,Permian,263.00,345.15,1908853.33,59.62
5/1/2015,Permian,234.00,383.17,1903826.29,60.25
6/1/2015,Permian,232.00,418.33,1892872.96,59.48
7/1/2015,Permian,241.00,441.03,1868567.16,47.11
8/1/2015,Permian,254.00,453.74,1908728.90,49.20
9/1/2015,Permian,251.00,459.45,1930028.83,45.06
10/1/2015,Permian,234.00,462.47,1920414.70,46.60
11/1/2015,Permian,227.00,467.00,1954194.66,40.43
12/1/2015,Permian,210.00,474.93,1843742.38,37.13
1/1/2016,Permian,202.00,496.77,1923450.77,33.66
2/1/2016,Permian,171.00,538.25,1962924.03,32.74
3/1/2016,Permian,152.00,590.55,1976090.67,36.94
4/1/2016,Permian,139.00,646.95,1983448.23,45.98
5/1/2016,Permian,137.00,689.01,1982770.70,49.10
6/1/2016,Permian,145.00,715.54,1993899.53,48.27
7/1/2016,Permian,162.00,726.08,2025846.54,41.54
8/1/2016,Permian,187.00,725.29,2045880.35,44.68
9/1/2016,Permian,199.00,709.63,2036041.80,47.72
10/1/2016,Permian,206.00,678.16,2083872.25,46.83
11/1/2016,Permian,222.00,638.37,2108769.13,49.41
12/1/2016,Permian,252.00,605.60,2111301.70,53.75
1/1/2017,Permian,276.00,590.52,2145613.87,52.75
2/1/2017,Permian,300.00,581.37,2251638.67,54.00
3/1/2017,Permian,310.00,564.52,2263341.35,50.54
4/1/2017,Permian,337.00,528.64,2300346.10,49.31
5/1/2017,Permian,356.00,492.86,2399289.45,48.29
6/1/2017,Permian,366.00,472.07,2414843.60,46.02
7/1/2017,Permian,373.00,487.95,2435488.16,50.21
8/1/2017,Permian,377.00,511.20,2478616.99,47.26
9/1/2017,Permian,380.00,533.14,2622651.93,51.67
10/1/2017,Permian,381.00,556.41,2752355.25,54.36
11/1/2017,Permian,388.00,584.78,2808088.21,57.40
12/1/2017,Permian,398.00,617.48,2871476.98,60.46
1/1/2018,Permian,409.00,625.48,2936631.23,64.82
2/1/2018,Permian,432.00,631.48,3004683.62,61.43
